Date,returns,rv_short,rv_medium,rv_long,vol_ratio,vrp,spot_ratio,term_ratio,downside_vol,rv_parkinson,skewness_20d
2020-03-30,0.032966590569974794,0.7511493736583413,0.9713007637898169,0.583421064394771,1.2874910069240784,81.19189326538283,1.1002101825948762,1.1135388938761754,0.5413800932422372,0.28569665983417364,-0.06765687725422505
2020-03-31,-0.016142310788415843,0.6004671890353922,0.9688473048845813,0.5839479023536737,1.0282889734086476,71.33066015498684,1.1236458501808668,1.1080298272696856,0.5592314982669159,0.27652646152676524,-0.09990252548877988
2020-04-01,-0.04514636273278691,0.7198248188746323,0.9596096049796673,0.5898505923686436,1.2203510993929083,81.13717233020834,1.0748335148088937,1.1151065744598816,0.5345084596443075,0.2762326416833953,0.09108812976791919
2020-04-02,0.022572657056960366,0.5469855360159872,0.9631034412046915,0.5924586615386838,0.9232467537826224,64.41256390199618,1.037320792213192,1.076321367200426,0.552511248569098,0.2772099446586604,-0.05311662219583064
2020-04-03,-0.015252860825944299,0.5044697660643812,0.9629076541756708,0.5925871432208194,0.8513005586359769,54.2933389799648,0.9970085600014802,1.0437109517797256,0.5558715811942136,0.27792743605363585,-0.05842077621817208
2020-04-06,0.06796824414483035,0.6929285705570586,0.9622705660089749,0.6105524731868442,1.1349205858429225,50.695517462165874,1.0393456833168977,1.0498956026517856,0.5693608670112768,0.27510056331007193,-0.25502139795313755
2020-04-07,-0.001604339048362459,0.6753548532960066,0.944190380742985,0.6105630052273279,1.1061182015843805,54.10743058976147,1.0351177593759253,1.0755412881693776,0.5907363833180522,0.2684773242630072,-0.16448311377036753
2020-04-08,0.033489371191284686,0.513703784769106,0.9366764454865253,0.6148954758348595,0.8354326954050803,46.522902859995945,0.9794694481897215,1.0423178243586442,0.6224581470815742,0.26602200002447013,-0.3621256571945378
2020-04-09,0.014383470303699339,0.5158461665688646,0.8593475998324149,0.6159195113944534,0.8375220414774313,43.046749953502335,0.9700023984898668,1.0261018848230097,0.5803182547265594,0.24503190512928774,-0.45149367072015983
2020-04-13,-0.01015605944467711,0.49487145430121177,0.8025979073804976,0.6160303903483676,0.8033231185580958,42.101041723422775,1.0138451186512667,1.0300224396195572,0.5683659406322183,0.21506368994003583,-0.4868543654469261
2020-04-14,0.03011455957230757,0.3036790836566709,0.6478354772350643,0.6193374772250354,0.49032893184070875,35.51232084845549,1.0278072854457474,1.0356554928607824,0.28379176652618343,0.191637527241387,0.271818040238222
2020-04-15,-0.022276732672369248,0.39043406004812464,0.6291492812503618,0.620497339731029,0.629227613155229,41.649406995203314,1.0195886198352488,1.0397149038129105,0.26897423289717254,0.16634909045297708,0.4949611479234172
2020-04-16,0.0057998378395412884,0.32561854731073114,0.59067686672879,0.6207585175013836,0.5245494634876362,40.195518764109345,1.009473973132206,1.0229533676840945,0.24023586483884687,0.1430807561442634,0.554758214714749
2020-04-17,0.026440932021320578,0.3602476763290733,0.5942236594831038,0.6236296282528393,0.5776628627128303,36.321571546291736,0.9483617000810136,1.023336984309806,0.24023586483884687,0.12718497776846563,0.45536461556269464
2020-04-20,-0.018042845615347775,0.38594401906029147,0.5698649049917187,0.6244018887281058,0.6181019404769127,48.07651830135284,1.0038785800101169,1.0698071888000418,0.20959830626391748,0.1085090697355954,0.5595195267579701
2020-04-21,-0.031155115236330667,0.3737544202910826,0.5712068308977766,0.6269942401754067,0.596105029906689,51.628601591202795,1.0011010622600431,1.049214443812187,0.2115070264480507,0.0998729568668551,0.5533487920384422
2020-04-22,0.02267130058213675,0.39974174334821727,0.49126244943717995,0.628615195202568,0.6359084960066906,44.1698255203848,0.9578370539050897,1.0259042380430863,0.2115070264480507,0.0919968868805044,0.2404681486490839
2020-04-23,-0.0005395676601955963,0.39761674757120785,0.49157159518646365,0.6280938264936999,0.6330531057610962,42.91107922378836,0.9509424228710731,1.012726393783556,0.2256102934516539,0.07375280577122303,0.30369189036784056
2020-04-24,0.013822090566839217,0.3519734280887981,0.4491045490355827,0.6289908123275083,0.5595843710122901,32.33710091551096,0.8828276939587214,0.950277677867442,0.2256102934516539,0.062441477419534895,0.25897033703078803
2020-04-27,0.014606868181735996,0.3380576726705912,0.4271560964306373,0.6298599000237285,0.5367188364553065,27.744141389426957,0.9435265540278687,0.9422586807302624,0.22267986095099435,0.056772647490928835,0.16653658712803346
2020-04-28,-0.005256170190483643,0.18372937269817488,0.41684305420025075,0.6290496674810595,0.29207450889194997,28.229249023491153,0.9663389610250889,0.9491094347917011,0.21920323173138964,0.05368119094733544,0.3556124268699178
2020-04-29,0.02623670404507307,0.20127473297919368,0.4164017157906076,0.6314404251610628,0.3187549053861322,24.402732259746603,0.9497278348435162,0.9369936341599082,0.23248717854289636,0.05134293025046139,0.14873291424673574
2020-04-30,-0.009255143319054839,0.23593626828855285,0.37485190341994806,0.6306769025630331,0.3741000619013032,29.23825948506056,0.9628111156363708,0.9743224613189144,0.15993545895308287,0.047966464550869906,0.5423858679530983
2020-05-01,-0.028460211014775954,0.33899492259141434,0.39231458025603927,0.6323490551171034,0.5360882883404271,34.699683224283724,0.9564399303117661,0.9794573987643476,0.17048120911537867,0.044852652118525536,0.6158148685912572
2020-05-04,0.0042408225788494016,0.3173311573873133,0.384546725296271,0.6323894978172938,0.5017970071966545,32.45316175270458,0.9855434962436316,0.9721621951541385,0.18071529514258758,0.041628780747640315,0.5574009021466132
2020-05-05,0.008999935197779802,0.3255598331936864,0.30947881538747074,0.632816542773193,0.5144616349107832,28.372286224177827,0.987503660338726,0.9462274824663005,0.18071529514258758,0.03538998279081998,-0.24186957331447917
